#id	name	altIDs	elementtype	features	cellularLocation	evidence
pid_31138	Fyn	UniProt:P06241	protein	[O4'-phospho-L-tyrosine]@420;activating-residue-modification	cytoplasm	None
pid_31147	Syndecan-3	UniProt:O75056	protein	[O-phospho-L-serine]@null	None	None
pid_3114	GTP	None	small-molecule	None	None	None
pid_31152	PKC	None	protein	activating-residue-modification	None	None
pid_31157	alpha-MSH	UniProt:P01189	protein	Fragment:138-150	None	None
pid_31175	FGF	None	protein	None	None	None
pid_31177	FGFR	None	protein	None	None	None
pid_31190	FGFR3c	UniProt:P22607	protein	None	None	None
pid_31193	FGF23	UniProt:Q9GZV9	protein	None	None	None
pid_3119	GDP	None	small-molecule	None	None	None
pid_31207	FGFR4	UniProt:P22455	protein	None	None	None
pid_31210	FGF19	UniProt:O95750	protein	None	None	None
pid_3125	Phosphate;phosphate	None	small-molecule	None	None	None
pid_3133	MgcRacGAP	UniProt:Q9H0H5	protein	activating-residue-modification	None	None
pid_3140	DOCK11	UniProt:Q5JSL3	protein	activating-residue-modification	None	None
pid_3145	DOCK11	UniProt:Q5JSL3	protein	activating-residue-modification	None	None
pid_315	FZD7	UniProt:O75084	protein	None	integral-to-membrane	None
pid_31632	NRAS	UniProt:P01111	protein	None	None	None
pid_3163	DOCK6	UniProt:Q96HP0	protein	activating-residue-modification	None	None
pid_31646	RASGRP1	UniProt:O95267	protein	activating-residue-modification	None	None
pid_31658	CalDAG-GEFIII	UniProt:Q8IV61	protein	activating-residue-modification	None	None
pid_31672	RRas;RRAS	UniProt:P10301	protein	None	None	None
pid_31685	RasGAP	UniProt:P20936	protein	activating-residue-modification	None	None
pid_31695	RASGRP4	UniProt:Q8TDF6	protein	activating-residue-modification	None	None
pid_31702	Galectin3	UniProt:P17931	protein	None	None	None
pid_31714	DAB2IP	UniProt:Q5VWQ8	protein	activating-residue-modification	None	None
pid_31727	GAP1-IP4BP	UniProt:Q9P212	protein	activating-residue-modification	plasma-membrane	None
pid_31742	Neurofibromin	UniProt:P21359	protein	activating-residue-modification	cytoplasm	None
pid_31769	KRAS-isoform-4B	UniProt:P01116	protein	None	None	None
pid_3176	Intersectin	UniProt:Q15811	protein	activating-residue-modification	None	None
pid_31775	KRAS-isoform-4B	UniProt:P01116	protein	[O-phospho-L-serine]@null	None	None
pid_31783	PKC-(LPA-responsive)	None	protein	None	None	None
pid_31806	GAP1M	UniProt:Q15283	protein	activating-residue-modification	None	None
pid_31837	RASGRF2	UniProt:O14827	protein	activating-residue-modification	None	None
pid_31878	CalDAG-GEF1	UniProt:Q7LDG7	protein	activating-residue-modification	plasma-membrane	None
pid_3188	Ephexin	UniProt:Q8N5V2	protein	activating-residue-modification	None	None
pid_31920	SOS1	UniProt:Q07889	protein	activating-residue-modification	None	None
pid_31937	SYNGAP1	UniProt:Q96PV0	protein	activating-residue-modification	None	None
pid_31943	CAMKIIB	UniProt:Q13554	protein	None	None	None
pid_31956	RASAL	UniProt:O95294	protein	activating-residue-modification	None	None
pid_31972	CAPRI	UniProt:O43374	protein	activating-residue-modification	plasma-membrane	None
pid_31994	KRAS-family	None	protein	None	None	None
pid_319	WNT5A	UniProt:P41221	protein	[N4-glycosyl-L-asparagine]@114;[N4-glycosyl-L-asparagine]@120;[N4-glycosyl-L-asparagine]@312;[N4-glycosyl-L-asparagine]@326;[S-palmitoyl-L-cysteine]@104	None	None
pid_3200	DBL	UniProt:P10911	protein	activating-residue-modification	None	None
pid_32031	RASGRF1	UniProt:Q13972	protein	activating-residue-modification	None	None
pid_32049	PLCepsilon	UniProt:Q9P212	protein	None	None	None
pid_3205	NME1	UniProt:P15531	protein	None	None	None
pid_32061	RASGRP1	UniProt:O95267	protein	activating-residue-modification	Golgi-apparatus	None
pid_32082	KRAS-family	UniProt:P01116	protein	None	None	None
pid_320	FZD7	UniProt:O75084	protein	None	None	None
pid_32103	HRAS	UniProt:P01112	protein	[ubiquitination]@null	None	None
pid_32111	Rabex5	UniProt:Q9UJ41	protein	None	None	None
pid_32115	RIN1	UniProt:Q13671	protein	None	None	None
pid_32135	SOS2	UniProt:Q07890	protein	activating-residue-modification	None	None
pid_32160	CalDAG-GEF1	UniProt:Q7LDG7	protein	activating-residue-modification	None	None
pid_32199	Galectin-1	UniProt:P09382	protein	None	None	None
pid_3221	ARHGAP17	UniProt:Q68EM7	protein	activating-residue-modification	None	None
pid_3233	DOCK9	UniProt:Q9BZ29	protein	activating-residue-modification	None	None
pid_3251	alphaPIX	UniProt:Q15052	protein	activating-residue-modification	None	None
pid_3265	VAV2	UniProt:P52735	protein	activating-residue-modification	plasma-membrane	None
pid_3283	PLCgamma1	UniProt:P19174	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_3288	GIT1	UniProt:Q9Y2X7	protein	None	None	None
pid_3291	betaPIX	UniProt:Q14155	protein	None	None	None
pid_32921	FASLG	UniProt:P48023	protein	None	extracellular-region	None
pid_32942	Cyclin-D3	UniProt:P30281	protein	None	None	None
pid_32948	GAB2	UniProt:Q9UQC2	protein	[O4'-phospho-L-tyrosine]@614;[O4'-phospho-L-tyrosine]@643	None	None
pid_32952	IL2R-gamma	UniProt:P31785	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_32956	JAK3	UniProt:P52333	protein	[O4'-phospho-L-tyrosine]@980;[O4'-phospho-L-tyrosine]@981;activating-residue-modification	None	None
pid_32963	SHP2	UniProt:Q06124	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_32965	IL2R-beta	UniProt:P14784	protein	[O4'-phospho-L-tyrosine]@364;[O4'-phospho-L-tyrosine]@381;[O4'-phospho-L-tyrosine]@384;[O4'-phospho-L-tyrosine]@387;[O4'-phospho-L-tyrosine]@418;[O4'-phospho-L-tyrosine]@536	None	None
pid_32976	PIK3R1	UniProt:P27986	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_32978	SHC	UniProt:P29353	protein	[O-phospho-L-serine]@null;[O4'-phospho-L-tyrosine]@349;[O4'-phospho-L-tyrosine]@350;[O4'-phospho-L-tyrosine]@427	None	None
pid_32980	IL2	UniProt:P60568	protein	[O-glycosyl-L-threonine]@23	None	None
pid_32986	IL2R-alpha	UniProt:P01589	protein	None	None	None
pid_32989	JAK1	UniProt:P23458	protein	[O4'-phospho-L-tyrosine]@1022;[O4'-phospho-L-tyrosine]@1023;activating-residue-modification	None	None
pid_33013	IL4	UniProt:P05112	protein	None	extracellular-region	None
pid_33029	FOXP3	UniProt:Q9BZS1	protein	None	None	None
pid_33049	Cyclin-D2	UniProt:P30279	protein	None	None	None
pid_33055	IL2R-alpha	UniProt:P01589	protein	None	integral-to-membrane	None
pid_33058	Elf1	UniProt:P32519	protein	None	None	None
pid_33070	BCL-X	UniProt:Q07817	protein	None	None	None
pid_3308	AND-34	UniProt:O75815	protein	activating-residue-modification	None	None
pid_33090	MYC	UniProt:P01106	protein	None	nucleus	None
pid_33092	BCL2	UniProt:P10415	protein	[O-phospho-L-serine]@70	None	None
pid_330	WNT-inhibitory-factor-1	UniProt:Q9Y5W5	protein	None	extracellular-region	None
pid_33101	TNFB	UniProt:P01374	protein	None	None	None
pid_3321	RHOGAP	UniProt:Q07960	protein	activating-residue-modification	cytoplasm	None
pid_3334	ARHGEF9	UniProt:O43307	protein	activating-residue-modification	None	None
pid_33455	Classical-PKCs	None	protein	None	None	None
pid_33457	Classical-PKCs	None	protein	activating-residue-modification	plasma-membrane	None
pid_33468	MYL2	UniProt:P10916	protein	[phosphorylated-residue]@null	None	None
pid_33481	MYL2	UniProt:P10916	protein	None	None	None
pid_33486	ROCK1-ROCK2	None	protein	activating-residue-modification	None	None
pid_33490	ROCK1	UniProt:Q13464	protein	None	None	None
pid_33497	PAR1	UniProt:P25116	protein	None	None	None
pid_3349	RHOGDI	UniProt:P52565	protein	None	None	None
pid_334	WNT-inhibitory-fator-1	UniProt:Q9Y5W5	protein	None	None	None
pid_33500	zyxin	UniProt:Q15942	protein	None	None	None
pid_33505	PAR1-propeptide	UniProt:P25116	protein	Fragment:27-41	integral-to-membrane	None
pid_33510	PAR1-active	UniProt:P25116	protein	activating-residue-modification;Fragment:42-425	integral-to-membrane	None
pid_33515	zyxin	UniProt:Q15942	protein	activating-residue-modification	focal-adhesion	None
pid_33538	PKC-delta	UniProt:Q05655	protein	activating-residue-modification	plasma-membrane	None
pid_33546	PAR1-active	UniProt:P25116	protein	[O-phospho-L-serine]@null;[O-phospho-L-threonine]@null;Fragment:42-425	integral-to-membrane	None
pid_33552	GRK3	UniProt:P35626	protein	None	None	None
pid_33561	AKAP13	UniProt:Q12802	protein	None	None	None
pid_33564	AKAP13	UniProt:Q12802	protein	activating-residue-modification	None	None
pid_33577	PKC-alpha	UniProt:P17252	protein	[O-phospho-L-serine]@657;activating-residue-modification	plasma-membrane	None
pid_33590	PAR1	UniProt:P25116	protein	None	Golgi-apparatus	None
pid_33591	PAR1	UniProt:P25116	protein	None	integral-to-membrane	None
pid_33599	PLC-beta	None	protein	None	None	None
pid_33607	PLC-beta-3	UniProt:Q01970	protein	None	None	None
pid_33608	PLC-beta-2	UniProt:Q00722	protein	None	None	None
pid_33610	PLC-beta	None	protein	activating-residue-modification	plasma-membrane	None
pid_33622	VASP	UniProt:P50552	protein	None	cytoplasm	None
pid_33625	VASP	UniProt:P50552	protein	activating-residue-modification	focal-adhesion	None
pid_3362	Tuba	UniProt:Q6XZF7	protein	activating-residue-modification	cell-cell-junction	None
pid_33661	GRK5	UniProt:P35626	protein	None	None	None
pid_33682	TRPC6	UniProt:Q9Y210	protein	activating-residue-modification	None	None
pid_33690	G13	UniProt:Q14344	protein	[S-palmitoyl-L-cysteine]@14;[S-palmitoyl-L-cysteine]@18;[S-palmitoyl-L-cysteine]@37	None	None
pid_33713	PAR1-active	UniProt:P25116	protein	activating-residue-modification;Fragment:42-425	None	None
pid_33714	Par3;PAR3	UniProt:O00254	protein	None	None	None
pid_33766	PKN	UniProt:Q16512	protein	None	None	None
pid_33769	PKN	UniProt:Q16512	protein	activating-residue-modification	None	None
pid_33783	p115RhoGEF	UniProt:Q92888	protein	activating-residue-modification	None	None
pid_33796	p115RhoGEF	UniProt:Q92888	protein	None	None	None
pid_33811	PAR1	UniProt:P25116	protein	inactivating-residue-modification	None	None
pid_33831	ROCK1-ROCK2	None	protein	None	None	None
pid_33838	TRPC6	UniProt:Q9Y210	protein	None	None	None
pid_33849	RHOGDI	UniProt:P52565	protein	[O-phospho-L-serine]@101;[O-phospho-L-serine]@174;inactivating-residue-modification	None	None
pid_3385	betaPIX	UniProt:Q14155	protein	activating-residue-modification	None	None
pid_33861	ROCK1-ROCK2	None	protein	activating-residue-modification	None	None
pid_33901	PAR1-active	UniProt:P25116	protein	[O-phospho-L-serine]@null;[O-phospho-L-threonine]@null;Fragment:42-425	clathrin-coated-vesicle	None
pid_33904	PAR1-active	UniProt:P25116	protein	[O-phospho-L-serine]@null;[O-phospho-L-threonine]@null;Fragment:42-425	early-endosome	None
pid_33919	eNOS	UniProt:P29474	protein	None	None	None
pid_33922	eNOS	UniProt:P29474	protein	[O-phospho-L-serine]@1179;activating-residue-modification	None	None
pid_33937	DAG	None	small-molecule	None	plasma-membrane	None
pid_33945	PAR1-active	UniProt:P25116	protein	[O-phospho-L-serine]@null;[O-phospho-L-threonine]@null;Fragment:42-425	lysosome	None
pid_33949	SNX1	UniProt:Q13596	protein	None	endosome	None
pid_33952	SNX1	UniProt:Q13596	protein	inactivating-residue-modification	None	None
pid_33954	SNX2	UniProt:O60749	protein	None	None	None
pid_3395	GEFT	UniProt:Q86VW2	protein	activating-residue-modification	None	None
pid_34001	Dynamin	None	protein	None	None	None
pid_34083	C3G	UniProt:Q13905	protein	inactivating-residue-modification	cell-cell-junction	None
pid_34089	nectin-2	UniProt:Q92692	protein	None	integral-to-membrane	None
pid_3408	DOCK10	UniProt:Q96BY6	protein	activating-residue-modification	None	None
pid_34092	I-afadin	UniProt:P55196	protein	None	plasma-membrane	None
pid_34094	nectin-2	UniProt:Q92692	protein	None	None	None
pid_34104	nectin-3	UniProt:Q9NQS3	protein	None	None	None
pid_34123	FAK	UniProt:Q05397	protein	inactivating-residue-modification	None	None
pid_34125	FAK	UniProt:Q05397	protein	[O4'-phospho-L-tyrosine]@397;activating-residue-modification	cell-cell-junction	None
pid_34130	nectin-1	UniProt:Q15223	protein	None	None	None
pid_34138	Talin	UniProt:Q9Y490	protein	None	None	None
pid_34147	PIP5K1C	UniProt:O60331	protein	[phosphorylated-residue]@null;activating-residue-modification	None	None
pid_34149	PIP5K1C	UniProt:O60331	protein	inactivating-residue-modification	cell-cell-junction	None
pid_34154	PTPRM	UniProt:P28827	protein	activating-residue-modification	cell-cell-junction	None
pid_34173	PDGFRB	UniProt:P09619	protein	[O4'-phospho-L-tyrosine]@1009;[O4'-phospho-L-tyrosine]@1021;[O4'-phospho-L-tyrosine]@579;[O4'-phospho-L-tyrosine]@581;[O4'-phospho-L-tyrosine]@716;[O4'-phospho-L-tyrosine]@740;[O4'-phospho-L-tyrosine]@751;[O4'-phospho-L-tyrosine]@763;[O4'-phospho-L-tyrosine]@771;[O4'-phospho-L-tyrosine]@775;[O4'-phospho-L-tyrosine]@857	None	None
pid_34202	VAV2	UniProt:P52735	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	cell-cell-junction	None
pid_3421	VAV3;Vav3	UniProt:Q9UKW4	protein	activating-residue-modification	plasma-membrane	None
pid_34225	I-afadin	UniProt:P55196	protein	None	cell-cell-junction	None
pid_34231	JAM-A	UniProt:Q9Y624	protein	None	None	None
pid_34234	CLDN1	UniProt:O95832	protein	None	None	None
pid_34288	Necl-5	UniProt:P15151	protein	None	None	None
pid_34314	nectin-1	UniProt:Q15223	protein	None	integral-to-membrane	None
pid_3432	DBS	UniProt:O15068	protein	activating-residue-modification	None	None
pid_34331	Talin	UniProt:Q9Y490	protein	None	cytoplasm	None
pid_34332	Talin	UniProt:Q9Y490	protein	None	cell-cell-junction	None
pid_34351	nectin-3	UniProt:Q9NQS3	protein	None	integral-to-membrane	None
pid_34401	VAV2	UniProt:P52735	protein	[O4'-phospho-L-tyrosine]@null	cell-cell-junction	None
pid_34407	FRG	UniProt:O94887	protein	[O4'-phospho-L-tyrosine]@null	cell-cell-junction	None
pid_34409	FRG	UniProt:O94887	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	cell-cell-junction	None
pid_34426	PTPRM	UniProt:P28827	protein	inactivating-residue-modification	cell-cell-junction	None
pid_34443	FRG	UniProt:O94887	protein	None	cytoplasm	None
pid_34450	Crk;CRK	UniProt:P46108	protein	None	cell-cell-junction	None
pid_34470	Src	UniProt:P12931	protein	inactivating-residue-modification	cytoplasm	None
pid_34478	TID1	UniProt:Q96EY1	protein	None	None	None
pid_34481	TID1	UniProt:Q96EY1	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_34488	NGF	UniProt:P01138	protein	Fragment:122-241	None	None
pid_34491	TRKA	UniProt:P04629	protein	[N4-glycosyl-L-asparagine]@null;[O4'-phospho-L-tyrosine]@490;[O4'-phospho-L-tyrosine]@670;[O4'-phospho-L-tyrosine]@674;[O4'-phospho-L-tyrosine]@675;[O4'-phospho-L-tyrosine]@785	None	None
pid_34510	RIT1	UniProt:Q92963	protein	None	None	None
pid_34518	Tiam1	UniProt:Q13009	protein	None	None	None
pid_3451	FGD1	UniProt:P98174	protein	activating-residue-modification	None	None
pid_34529	NT3	UniProt:P20783	protein	Fragment:139-257	None	None
pid_34534	TRKC	UniProt:Q16288	protein	[N4-glycosyl-L-asparagine]@null;[O4'-phospho-L-tyrosine]@516;[O4'-phospho-L-tyrosine]@705;[O4'-phospho-L-tyrosine]@709;[O4'-phospho-L-tyrosine]@710;[O4'-phospho-L-tyrosine]@820	None	None
pid_34567	NT-4/5	UniProt:P34130	protein	Fragment:81-210	None	None
pid_34573	TRKB	UniProt:Q16620	protein	[N4-glycosyl-L-asparagine]@null;[O4'-phospho-L-tyrosine]@516;[O4'-phospho-L-tyrosine]@702;[O4'-phospho-L-tyrosine]@706;[O4'-phospho-L-tyrosine]@707;[O4'-phospho-L-tyrosine]@817	None	None
pid_34583	EHD4	UniProt:Q9H223	protein	activating-residue-modification	None	None
pid_34596	RASGRF1	UniProt:Q13972	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_34603	KIDINS220	None	protein	None	None	None
pid_34605	KIDINS220	None	protein	activating-residue-modification	None	None
pid_34619	TRKA	UniProt:P04629	protein	[N4-glycosyl-L-asparagine]@null	integral-to-membrane	None
pid_34634	p75(NTR)	UniProt:P08138	protein	[N4-glycosyl-L-asparagine]@null	integral-to-membrane	None
pid_34638	NRAGE	UniProt:Q9Y5V3	protein	None	None	None
pid_3464	PI-4-5-P2	None	small-molecule	None	plasma-membrane	None
pid_34660	SHC-2-3	None	protein	None	None	None
pid_34667	Sck-(SHC2)	UniProt:P98077	protein	None	None	None
pid_34668	SHC-2-3	None	protein	activating-residue-modification	None	None
pid_34688	GIPC	UniProt:O14908	protein	None	plasma-membrane	None
pid_34698	Dynein-Light-chain	UniProt:P63172	protein	None	None	None
pid_34710	SHC-2-3	None	protein	None	None	None
pid_3476	ASEF2	UniProt:Q96N96	protein	None	None	None
pid_34770	DBS	UniProt:O15068	protein	None	None	None
pid_34771	DBS	UniProt:O15068	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_34781	KIDINS220	None	protein	None	None	None
pid_34793	TRKA	UniProt:P04629	protein	[N4-glycosyl-L-asparagine]@null	None	None
pid_34797	NEDD4-2	UniProt:Q96PU5	protein	[phosphorylated-residue]@null	None	None
pid_34799	TRKA	UniProt:P04629	protein	[N4-glycosyl-L-asparagine]@null;[O4'-phospho-L-tyrosine]@490;[O4'-phospho-L-tyrosine]@670;[O4'-phospho-L-tyrosine]@674;[O4'-phospho-L-tyrosine]@675;[O4'-phospho-L-tyrosine]@785;[ubiquitinylated-lysine]@null	None	None
pid_3479	APC	UniProt:P25054	protein	None	None	None
pid_34817	RIN	UniProt:Q99578	protein	None	None	None
pid_34848	FRS2-family-active	None	protein	activating-residue-modification	None	None
pid_34889	PLCgamma1	UniProt:P19174	protein	None	cytoplasm	None
pid_34890	PLCgamma1	UniProt:P19174	protein	[O4'-phospho-L-tyrosine]@1253;[O4'-phospho-L-tyrosine]@771;[O4'-phospho-L-tyrosine]@783;activating-residue-modification	cytoplasm	None
pid_34905	MATK	UniProt:P42679	protein	None	None	None
pid_34943	TRKB	UniProt:Q16620	protein	[N4-glycosyl-L-asparagine]@null	integral-to-membrane	None
pid_3496	FRG	UniProt:O94887	protein	activating-residue-modification	cell-cell-junction	None
pid_34972	SHP2	UniProt:Q06124	protein	[O4'-phospho-L-tyrosine]@null	cytoplasm	None
pid_34993	C3G	UniProt:Q13905	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_34995	CRK-family	None	protein	None	cytoplasm	None
pid_35030	TRKA	UniProt:P04629	protein	[glycosylated-residue]@null	None	None
pid_35071	Gab1;GAB1	UniProt:Q13480	protein	[O4'-phospho-L-tyrosine]@259	None	None
pid_35084	TRKB	UniProt:Q16620	protein	[N4-glycosyl-L-asparagine]@null;[O4'-phospho-L-tyrosine]@516;[O4'-phospho-L-tyrosine]@702;[O4'-phospho-L-tyrosine]@706;[O4'-phospho-L-tyrosine]@707;[O4'-phospho-L-tyrosine]@817;[ubiquitinylated-lysine]@null	None	None
pid_3509	ARHGAP10	None	protein	activating-residue-modification	Golgi-apparatus	None
pid_350	WNT2	UniProt:P09544	protein	None	None	None
pid_35101	DOCK1	UniProt:Q14185	protein	None	None	None
pid_35104	RhoG	UniProt:P84095	protein	None	None	None
pid_35107	ELMO1	UniProt:Q92556	protein	None	None	None
pid_35131	TRKC	UniProt:Q16288	protein	[N4-glycosyl-L-asparagine]@null	integral-to-membrane	None
pid_35153	GAIP	UniProt:P49795	protein	None	None	None
pid_35172	STAT3	UniProt:P40763	protein	[O-phospho-L-serine]@727	None	None
pid_35179	FAIM	UniProt:Q9NVQ4	protein	None	None	None
pid_35229	GRIT	UniProt:Q86YL6	protein	None	None	None
pid_3522	Intersectin2	UniProt:Q9NZM3	protein	activating-residue-modification	None	None
pid_35338	RasGAP	UniProt:P20936	protein	[O4'-phospho-L-tyrosine]@460	None	None
pid_35347	GAIP	UniProt:P49795	protein	None	plasma-membrane	None
pid_35379	MEK1	UniProt:Q02750	protein	[O-phospho-L-serine]@218;[O-phospho-L-serine]@222;activating-residue-modification	cytoplasm	None
pid_35394	GDP	None	protein	None	None	None
pid_35415	RASGRF1	UniProt:Q13972	protein	None	None	None
pid_35435	FRS2-family	None	protein	None	None	None
pid_35459	Gab1;GAB1	UniProt:Q13480	protein	None	cytoplasm	None
pid_3547	RALBP1	UniProt:Q15311	protein	activating-residue-modification	None	None
pid_35495	NF-kappa-B1;NF-Kappa-B1	UniProt:P19838	protein	None	None	None
pid_35509	CD40L	UniProt:P29965	protein	None	None	None
pid_35546	TRAF2	UniProt:Q12933	protein	None	None	None
pid_35549	cIAP1	UniProt:Q13490	protein	None	None	None
pid_35567	cIAP2	UniProt:Q13489	protein	None	None	None
pid_35581	TRAF1	UniProt:Q13077	protein	None	None	None
pid_35662	TRAF2	UniProt:Q12933	protein	None	cytoplasm	None
pid_35676	JNK-family-active	None	protein	activating-residue-modification	None	None
pid_35679	JNK2	UniProt:P45984	protein	[O-phospho-L-threonine]@183;[O4'-phospho-L-tyrosine]@185;activating-residue-modification	None	None
pid_35720	MKK4	UniProt:P45985	protein	[O-phospho-L-serine]@257;[O-phospho-L-threonine]@261;activating-residue-modification	None	None
pid_35783	JNK2	UniProt:P45984	protein	None	None	None
pid_35887	A20	UniProt:P21580	protein	None	None	None
pid_35894	JNK-family	None	protein	None	None	None
pid_35940	JAK3	UniProt:P52333	protein	None	None	None
pid_36065	RGS1	UniProt:Q08116	protein	None	None	None
pid_36075	FAK	UniProt:Q05397	protein	[O4'-phospho-L-tyrosine]@397	None	None
pid_36076	Paxillin;paxillin	UniProt:P49023	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_36087	Jak2;JAK2	UniProt:O60674	protein	[O4'-phospho-L-tyrosine]@1007;[O4'-phospho-L-tyrosine]@1008	None	None
pid_36088	CXCR4	UniProt:P61073	protein	[O4'-phospho-L-tyrosine]@157	None	None
pid_36115	VPS4	None	protein	None	None	None
pid_36128	LIMK1	UniProt:P53667	protein	None	None	None
pid_36131	LIMK1	UniProt:P53667	protein	[O-phospho-L-threonine]@508	None	None
pid_36136	PAK1	UniProt:Q13153	protein	activating-residue-modification	cytoplasm	None
pid_36144	STAT2	UniProt:P52630	protein	[O4'-phospho-L-tyrosine]@690	cytoplasm	None
pid_36149	STAT2	UniProt:P52630	protein	[O4'-phospho-L-tyrosine]@690	None	None
pid_36156	STAT2	UniProt:P52630	protein	None	cytoplasm	None
pid_36163	PKC-zeta	UniProt:Q05513	protein	[phosphorylated-residue]@null;activating-residue-modification	plasma-membrane	None
pid_36176	CD45	UniProt:P08575	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_36178	CXCR4	UniProt:P61073	protein	None	None	None
pid_36195	SDF1	UniProt:P48061	protein	None	extracellular-region	None
pid_361	WNT7B	UniProt:P56706	protein	None	extracellular-region	None
pid_36208	PAK1	UniProt:Q13153	protein	None	cytoplasm	None
pid_36220	RALB	UniProt:P11234	protein	None	None	None
pid_36230	cofilin	UniProt:P23528	protein	[O-phospho-L-serine]@3;inactivating-residue-modification	None	None
pid_36236	cofilin	UniProt:P23528	protein	None	filamentous-actin	None
pid_36242	SHH1L	UniProt:Q8WYL5	protein	None	filamentous-actin	None
pid_36268	PI-3-4-P2	None	small-molecule	None	plasma-membrane	None
pid_36279	CXCR4	UniProt:P61073	protein	[O-phospho-L-serine]@null	None	None
pid_36291	beta-Arrestin3	UniProt:P36575	protein	None	plasma-membrane	None
pid_36299	HGS	UniProt:O14964	protein	None	endosome	None
pid_36305	PLIC-1	UniProt:Q9UMX0	protein	None	None	None
pid_36332	CXCR4	UniProt:P61073	protein	[O-phospho-L-serine]@null;[ubiquitinylated-lysine]@327;[ubiquitinylated-lysine]@331;[ubiquitinylated-lysine]@333	None	None
pid_36342	ITCH	UniProt:Q96J02	protein	None	endosome	None
pid_36367	Pyk2;PYK2	UniProt:Q14289	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_36369	Crk;CRK	UniProt:P46108	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_36386	CD45	UniProt:P08575	protein	None	None	None
pid_36395	RAP2A-B	None	protein	None	None	None
pid_36426	VAV1	UniProt:P15498	protein	[O4'-phospho-L-tyrosine]@174	None	None
pid_36437	HGS	UniProt:O14964	protein	[ubiquitinylated-lysine]@null	endosome	None
pid_36473	Pyk2;PYK2	UniProt:Q14289	protein	None	None	None
pid_36488	FOXO1	UniProt:Q12778	protein	None	nucleus	None
pid_36491	FOXO1	UniProt:Q12778	protein	[O-phospho-L-serine]@256;[O-phospho-L-serine]@319;[O-phospho-L-threonine]@24;inactivating-residue-modification	nucleus	None
pid_364	LRP5	UniProt:O75197	protein	None	integral-to-membrane	None
pid_36507	BAD	UniProt:Q92934	protein	[O-phospho-L-serine]@99;inactivating-residue-modification	None	None
pid_36522	SHP1-2	None	protein	None	None	None
pid_36538	PKC-zeta	UniProt:Q05513	protein	None	cytoplasm	None
pid_36554	STAT1-3-5-active	None	protein	activating-residue-modification	None	None
pid_36557	STAT1	UniProt:P42224	protein	[O4'-phospho-L-tyrosine]@701	None	None
pid_36571	RhoA-B-C	None	protein	None	None	None
pid_36577	RhoC	UniProt:P08134	protein	None	None	None
pid_36615	Src-Family-Kinase	None	protein	None	None	None
pid_36617	Src-Family-Kinase-active	None	protein	activating-residue-modification	None	None
pid_36627	CXCR4	UniProt:P61073	protein	None	integral-to-membrane	None
pid_36635	PLC-beta	None	protein	None	cytoplasm	None
pid_36636	PLC-beta	None	protein	activating-residue-modification	cytoplasm	None
pid_36648	STAT1-3-5-active	None	protein	activating-residue-modification	cytoplasm	None
pid_36662	SSH1L	UniProt:Q8WYL5	protein	None	None	None
pid_36664	SSH1L	UniProt:Q8WYL5	protein	None	filamentous-actin	None
pid_36692	MHC-II-alpha	UniProt:P01903	protein	None	None	None
pid_36695	MHC-II-beta	UniProt:P04229	protein	None	None	None
pid_36698	CD4	UniProt:P01730	protein	None	None	None
pid_36737	GRK6	UniProt:P43250	protein	None	None	None
pid_36765	FAK	UniProt:Q05397	protein	[O4'-phospho-L-tyrosine]@397	None	None
pid_36799	cofilin	UniProt:P23528	protein	None	None	None
pid_36806	STAT1-3-5	None	protein	None	cytoplasm	None
pid_36808	STAT5B	UniProt:P51692	protein	None	None	None
pid_36809	STAT1	UniProt:P42224	protein	None	None	None
pid_368	WNT7B	UniProt:P56706	protein	None	None	None
pid_369	LRP5	UniProt:O75197	protein	None	None	None
pid_37718	GNAT1	UniProt:P11488	protein	[N-acetyl-L-methionine]@1	None	None
pid_37728	GNGT1	UniProt:P63211	protein	None	None	None
pid_37734	GNGT1	UniProt:P63211	protein	[S-farnesyl-L-cysteine]@null	None	None
pid_37748	RHO	UniProt:P08100	protein	None	None	None
pid_37751	all-trans-retinal	None	small-molecule	None	None	None
pid_37758	RHO	UniProt:P08100	protein	[O-palmitoyl-L-threonine]@336;[O-phospho-L-serine]@334;[O-phospho-L-serine]@343;[O-phospho-L-threonine]@338;[O-phospho-L-threonine]@340;[O-phospho-L-threonine]@342	None	None
pid_37776	GRK1	UniProt:Q15835	protein	None	None	None
pid_37787	all-trans-retinol	None	small-molecule	None	None	None
pid_37792	RDH12	UniProt:Q96NR8	protein	None	plasma-membrane	None
