#id	name	features	celularLocation	elements	stoichiometry	evidence
pid_33885	G12/GDP/G-beta/gamma	inactivating-residue-modification	None	pid_13840;pid_13854;pid_26807;pid_3119	pid_13840:1.0;pid_13854:1.0;pid_26807:1.0;pid_3119:1.0	None
pid_33951	SNX1/SNX2	None	None	pid_33952;pid_33954	pid_33952:1.0;pid_33954:1.0	None
pid_33965	Gq-family/GDP/G-beta/gamma;Gq-family/GDP/Gbeta-gamma	inactivating-residue-modification	None	pid_13840;pid_13854;pid_14856;pid_3119	pid_13840:1.0;pid_13854:1.0;pid_14856:1.0;pid_3119:1.0	None
pid_34000	Dynamin/GTP	None	None	pid_3114;pid_34001	pid_3114:1.0;pid_34001:1.0	None
pid_34093	nectin-2/I-afadin	None	integral-to-membrane	pid_27921;pid_34094	pid_27921:1.0;pid_34094:1.0	None
pid_34103	nectin-3/I-afadin	None	integral-to-membrane	pid_27921;pid_34104	pid_27921:1.0;pid_34104:1.0	None
pid_34109	nectin-3(dimer)/I-afadin/I-afadin	None	integral-to-membrane	pid_27921;pid_34104	pid_27921:2.0;pid_34104:2.0	None
pid_34129	nectin-1(dimer)/I-afadin/I-afadin/nectin-3(dimer)/I-afadin/I-afadin;nectin-1(dimer)/I-afadin/I-afadin/nectin-3(dimer/I-afadin/I-afadin;nectin-3(dimer)/I-afadin/I-afadin/nectin-1(dimer)/I-afadin/I-afadin	None	cell-cell-junction	pid_27921;pid_34104;pid_34130	pid_27921:4.0;pid_34104:2.0;pid_34130:2.0	None
pid_34137	alphav/beta3-Integrin/Talin	None	cell-cell-junction	pid_14457;pid_30703;pid_34138	pid_14457:1.0;pid_30703:1.0;pid_34138:1.0	None
pid_34161	PI3K	inactivating-residue-modification	None	pid_9138;pid_9148	pid_9138:1.0;pid_9148:1.0	None
pid_34168	nectin-3(dimer)/I-afadin/I-afadin/nectin-3(dimer)/I-afadin/I-afadin	None	cell-cell-junction	pid_27921;pid_34104	pid_27921:4.0;pid_34104:4.0	None
pid_34172	PDGF-BB/PDGFRB-(dimer)	activating-residue-modification	integral-to-membrane	pid_21692;pid_34173	pid_21692:2.0;pid_34173:2.0	None
pid_34194	RAC1/GDP	inactivating-residue-modification	cell-cell-junction	pid_24894;pid_3119	pid_24894:1.0;pid_3119:1.0	None
pid_34218	nectin-1(dimer)/I-afadin/I-afadin/nectin-1(dimer)/I-afadin/I-afadin	None	cell-cell-junction	pid_27921;pid_34130	pid_27921:4.0;pid_34130:4.0	None
pid_34237	JAM-A/CLDN1	None	apicolateral-plasma-membrane	pid_34231;pid_34234	pid_34231:1.0;pid_34234:1.0	None
pid_34250	nectin-2(dimer)/I-afadin/I-afadin	None	integral-to-membrane	pid_27921;pid_34094	pid_27921:2.0;pid_34094:2.0	None
pid_34253	nectin-2(dimer)/I-afadin/I-afadin/nectin-2(dimer)/I-afadin/I-afadin;nectin-2(dimer)/I-afadin/I-afadin/nectin-2(dimer/I-afadin/I-afadin	None	cell-cell-junction	pid_27921;pid_34094	pid_27921:4.0;pid_34094:4.0	None
pid_34273	nectin-1/I-afadin	None	integral-to-membrane	pid_27921;pid_34130	pid_27921:1.0;pid_34130:1.0	None
pid_34276	nectin-1(dimer)/I-afadin/I-afadin	None	integral-to-membrane	pid_27921;pid_34130	pid_27921:2.0;pid_34130:2.0	None
pid_34287	nectin-3(dimer)/I-afadin/I-afadin/Necl-5(dimer)	None	cell-cell-junction	pid_27921;pid_34104;pid_34288	pid_27921:2.0;pid_34104:2.0;pid_34288:2.0	None
pid_34294	Necl-5(dimer)	None	integral-to-membrane	pid_34288	pid_34288:2.0	None
pid_34303	nectin-3(dimer)/I-afadin/I-afadin/nectin-2(dimer)/I-afadin/I-afadin	None	cell-cell-junction	pid_27921;pid_34094;pid_34104	pid_27921:4.0;pid_34094:2.0;pid_34104:2.0	None
pid_34339	filamentous-actin	None	None	None	None	None
pid_34340	RAC1/GTP/IQGAP1/filamentous-actin	None	cell-cell-junction	pid_24894;pid_27010;pid_3114;pid_34339	pid_24894:1.0;pid_27010:1.0;pid_3114:1.0;pid_34339:1.0	None
pid_34364	alphav/beta3-Integrin	inactivating-residue-modification	cell-cell-junction	pid_14457;pid_30703	pid_14457:1.0;pid_30703:1.0	None
pid_34389	CDC42/GTP/IQGAP1/filamentous-actin	None	cell-cell-junction	pid_27010;pid_3111;pid_3114;pid_34339	pid_27010:1.0;pid_3111:1.0;pid_3114:1.0;pid_34339:1.0	None
pid_34487	NGF-(dimer)/TRKA	activating-residue-modification	endosome	pid_34488;pid_34491	pid_34488:2.0;pid_34491:2.0	None
pid_34509	RIT1/GTP	activating-residue-modification	None	pid_3114;pid_34510	pid_3114:1.0;pid_34510:1.0	None
pid_34519	RAS-family/GTP/Tiam1	activating-residue-modification	plasma-membrane	pid_3114;pid_34518;pid_5654	pid_3114:1.0;pid_34518:1.0;pid_5654:1.0	None
pid_34528	NT3-(dimer)/TRKC	activating-residue-modification	integral-to-membrane	pid_34529;pid_34534	pid_34529:2.0;pid_34534:2.0	None
pid_34555	NGF/NGFR-active	activating-residue-modification	integral-to-membrane	None	None	None
pid_34579	NGF/NGFR-active	activating-residue-modification	endosome	None	None	None
pid_34617	NGF-(dimer)	None	extracellular-region	pid_34488	pid_34488:2.0	None
pid_34623	NGF-(dimer)/TRKA	activating-residue-modification	integral-to-membrane	pid_34488;pid_34491	pid_34488:2.0;pid_34491:2.0	None
pid_34630	SH2B1-(homopentamer)	None	plasma-membrane	pid_34631	pid_34631:5.0	None
pid_34631	SH2B1	None	None	None	None	None
pid_34684	BDNF-(dimer)/TRKB	activating-residue-modification	integral-to-membrane	pid_26771;pid_34573	pid_26771:2.0;pid_34573:2.0	None
pid_34689	BDNF-(dimer)/TRKB/GIPC	activating-residue-modification	endosome	pid_24855;pid_26771;pid_34573	pid_24855:1.0;pid_26771:2.0;pid_34573:2.0	None
pid_34709	SHC-2-3/GRB2;SHC-2-3/Grb2	activating-residue-modification	None	pid_34710;pid_9054	pid_34710:1.0;pid_9054:1.0	None
pid_34720	NT3-(dimer)	None	extracellular-region	pid_34529	pid_34529:2.0	None
pid_34722	NT3-(dimer)/TRKA	activating-residue-modification	integral-to-membrane	pid_34491;pid_34529	pid_34491:2.0;pid_34529:2.0	None
pid_34738	NGF-(dimer)/TRKA/p62/Atypical-PKCs	activating-residue-modification	integral-to-membrane	pid_20951;pid_20952;pid_34488;pid_34491	pid_20951:1.0;pid_20952:1.0;pid_34488:2.0;pid_34491:2.0	None
pid_34757	RIT1/GDP	inactivating-residue-modification	None	pid_3119;pid_34510	pid_3119:1.0;pid_34510:1.0	None
pid_3475	ASEF2/APC	activating-residue-modification	None	pid_3476;pid_3479	pid_3476:1.0;pid_3479:1.0	None
pid_34780	KIDINS220/CRKL	activating-residue-modification	None	pid_28387;pid_34781	pid_28387:1.0;pid_34781:1.0	None
pid_34792	TRKA/NEDD4-2	None	integral-to-membrane	pid_16596;pid_34793	pid_16596:1.0;pid_34793:1.0	None
pid_34796	NGF-(dimer)/TRKA/NEDD4-2	inactivating-residue-modification	integral-to-membrane	pid_34488;pid_34797;pid_34799	pid_34488:2.0;pid_34797:2.0;pid_34799:2.0	None
pid_34816	RIN/GDP	inactivating-residue-modification	None	pid_3119;pid_34817	pid_3119:1.0;pid_34817:1.0	None
pid_34823	RIN/GTP	activating-residue-modification	None	pid_3114;pid_34817	pid_3114:1.0;pid_34817:1.0	None
pid_34874	FRS2-family/GRB2/SOS1	activating-residue-modification	None	pid_12030;pid_34848;pid_9054	pid_12030:1.0;pid_34848:1.0;pid_9054:1.0	None
pid_34908	NGF-(dimer)/TRKA/MATK	activating-residue-modification	endosome	pid_34488;pid_34491;pid_34905	pid_34488:2.0;pid_34491:2.0;pid_34905:1.0	None
pid_34928	RAS-family/GTP/PI3K	activating-residue-modification	plasma-membrane	pid_3114;pid_5654;pid_9138;pid_9148	pid_3114:1.0;pid_5654:1.0;pid_9138:1.0;pid_9148:1.0	None
pid_34941	BDNF-(dimer)	None	extracellular-region	pid_26771	pid_26771:2.0	None
pid_34957	SHC/GRB2/SOS1	activating-residue-modification	integral-to-membrane	pid_12030;pid_20229;pid_9054	pid_12030:1.0;pid_20229:1.0;pid_9054:1.0	None
pid_34971	FRS2-family/SHP2/GRB2/SOS1	activating-residue-modification	None	pid_12030;pid_34848;pid_34972;pid_9054	pid_12030:1.0;pid_34848:1.0;pid_34972:1.0;pid_9054:1.0	None
pid_34981	RAP1/GDP	inactivating-residue-modification	integral-to-membrane	pid_27889;pid_3119	pid_27889:1.0;pid_3119:1.0	None
pid_34984	Rap1/GTP;RAP1/GTP	activating-residue-modification	endosome	pid_27889;pid_3114	pid_27889:1.0;pid_3114:1.0	None
pid_34992	FRS2-family/SHP2/CRK-family/C3G/GAB2	activating-residue-modification	None	pid_34848;pid_34972;pid_34993;pid_34995;pid_9585	pid_34848:1.0;pid_34972:1.0;pid_34993:1.0;pid_34995:1.0;pid_9585:1.0	None
pid_349	WNT2/FZD1/LRP6	activating-residue-modification	integral-to-membrane	pid_169;pid_170;pid_350	pid_169:1.0;pid_170:1.0;pid_350:1.0	None
pid_35013	KIDINS220/CRKL/C3G	activating-residue-modification	None	pid_13065;pid_28387;pid_34781	pid_13065:1.0;pid_28387:1.0;pid_34781:1.0	None
pid_35029	TRKA/c-Abl	None	integral-to-membrane	pid_16234;pid_35030	pid_16234:1.0;pid_35030:1.0	None
pid_35048	SH2B-family	None	None	pid_35049	pid_35049:1.0	None
pid_35049	SH2B	None	None	None	None	None
pid_35054	SH2B-family/GRB2/SOS1	activating-residue-modification	None	pid_12030;pid_35055;pid_9054	pid_12030:1.0;pid_35055:1.0;pid_9054:1.0	None
pid_35055	SH2B	activating-residue-modification	None	None	None	None
pid_35070	SHC/GRB2/SOS1/GAB1/PI3K;SHC/Grb2/SOS1/GAB1/PI3K	activating-residue-modification	integral-to-membrane	pid_12030;pid_20229;pid_35071;pid_9054;pid_9138;pid_9148	pid_12030:1.0;pid_20229:1.0;pid_35071:1.0;pid_9054:1.0;pid_9138:1.0;pid_9148:1.0	None
pid_35083	BDNF-(dimer)/TRKB	inactivating-residue-modification	integral-to-membrane	pid_26771;pid_35084	pid_26771:2.0;pid_35084:2.0	None
pid_35100	RhoG/GTP/ELMO1/DOCK1	activating-residue-modification	None	pid_3114;pid_35101;pid_35104;pid_35107	pid_3114:1.0;pid_35101:1.0;pid_35104:1.0;pid_35107:1.0	None
pid_35152	NGF-(dimer)/TRKA/GIPC/GAIP	activating-residue-modification	endosome	pid_24855;pid_34488;pid_34491;pid_35153	pid_24855:1.0;pid_34488:2.0;pid_34491:2.0;pid_35153:1.0	None
pid_35171	STAT3-(dimer)	activating-residue-modification	None	pid_35172	pid_35172:2.0	None
pid_35182	NGF-(dimer)/TRKA/FAIM	activating-residue-modification	integral-to-membrane	pid_34488;pid_34491;pid_35179	pid_34488:2.0;pid_34491:2.0;pid_35179:1.0	None
pid_35194	FRS2-family/SHP2/CRK-family	activating-residue-modification	None	pid_34848;pid_34972;pid_34995	pid_34848:1.0;pid_34972:1.0;pid_34995:1.0	None
pid_35212	SHC/GRB2/SOS1/GAB1	activating-residue-modification	integral-to-membrane	pid_12030;pid_20229;pid_35071;pid_9054	pid_12030:1.0;pid_20229:1.0;pid_35071:1.0;pid_9054:1.0	None
pid_35228	NGF-(dimer)/TRKA/GRIT	activating-residue-modification	endosome	pid_34488;pid_34491;pid_35229	pid_34488:2.0;pid_34491:2.0;pid_35229:1.0	None
pid_35242	BDNF-(dimer)/TRKB	activating-residue-modification	endosome	pid_26771;pid_34573	pid_26771:2.0;pid_34573:2.0	None
pid_35279	NT-4/5-(dimer)	None	extracellular-region	pid_34567	pid_34567:2.0	None
pid_35281	NT-4/5-(dimer)/TRKB	activating-residue-modification	extracellular-region	pid_34567;pid_34573	pid_34567:2.0;pid_34573:2.0	None
pid_35295	FRS2-family/SHP2	activating-residue-modification	None	pid_34848;pid_34972	pid_34848:1.0;pid_34972:1.0	None
pid_35305	RhoG/GTP	activating-residue-modification	None	pid_3114;pid_35104	pid_3114:1.0;pid_35104:1.0	None
pid_35337	SHC/RasGAP	activating-residue-modification	None	pid_20229;pid_35338	pid_20229:1.0;pid_35338:1.0	None
pid_35367	NT3-(dimer)/TRKB	activating-residue-modification	extracellular-region	pid_34529;pid_34573	pid_34529:2.0;pid_34573:2.0	None
pid_35393	RhoG/GDP	inactivating-residue-modification	None	pid_35104;pid_35394	pid_35104:1.0;pid_35394:1.0	None
pid_35610	PI3K-Class-I-family	None	None	None	None	None
pid_36074	FAK/p130-Cas/Paxillin	None	membrane-raft	pid_21537;pid_36075;pid_36076	pid_21537:1.0;pid_36075:1.0;pid_36076:1.0	None
pid_36086	SDF1/CXCR4/JAK2	activating-residue-modification	integral-to-membrane	pid_24656;pid_36087;pid_36088	pid_24656:1.0;pid_36087:1.0;pid_36088:1.0	None
pid_36098	Gi-family/GTP/RGS1	activating-residue-modification	cytoplasm	pid_14166;pid_3114;pid_36065	pid_14166:1.0;pid_3114:1.0;pid_36065:1.0	None
pid_36148	STAT2-(dimer)	activating-residue-modification	cytoplasm	pid_36149	pid_36149:2.0	None
pid_36175	SDF1/CXCR4/CD45	activating-residue-modification	membrane-raft	pid_24656;pid_36176;pid_36178	pid_24656:1.0;pid_36176:1.0;pid_36178:1.0	None
pid_36188	RAC1-CDC42/GTP	activating-residue-modification	None	pid_27008;pid_3114	pid_27008:1.0;pid_3114:1.0	None
pid_36196	CXCR4-(dimer)	None	integral-to-membrane	pid_36178	pid_36178:2.0	None
pid_36198	SDF1/CXCR4-(dimer)	activating-residue-modification	integral-to-membrane	pid_24656;pid_36178	pid_24656:2.0;pid_36178:2.0	None
pid_36212	RAC1-CDC42/GTP	activating-residue-modification	None	pid_27008;pid_3114	pid_27008:1.0;pid_3114:1.0	None
pid_36219	RALB/GTP	activating-residue-modification	None	pid_3114;pid_36220	pid_3114:1.0;pid_36220:1.0	None
pid_36256	RAC1-CDC42/GDP	inactivating-residue-modification	None	pid_27008;pid_3119	pid_27008:1.0;pid_3119:1.0	None
pid_36278	SDF1/CXCR4	inactivating-residue-modification	integral-to-membrane	pid_24656;pid_36279	pid_24656:1.0;pid_36279:1.0	None
pid_36284	SDF1/CXCR4	inactivating-residue-modification	endosome	pid_24656;pid_36279	pid_24656:1.0;pid_36279:1.0	None
pid_36295	DMN1/GTP;DNM1/GTP	None	None	pid_14237;pid_3114	pid_14237:1.0;pid_3114:1.0	None
pid_36304	G-beta/gamma/PLIC-1	inactivating-residue-modification	lamellipodium	pid_13840;pid_13854;pid_36305	pid_13840:1.0;pid_13854:1.0;pid_36305:1.0	None
pid_36331	SDF1/CXCR4	inactivating-residue-modification	lysosome	pid_24656;pid_36332	pid_24656:1.0;pid_36332:1.0	None
pid_36366	PYK2/Paxillin/CRK	None	None	pid_36076;pid_36367;pid_36369	pid_36076:1.0;pid_36367:1.0;pid_36369:1.0	None
pid_36382	SDF1/CXCR4	activating-residue-modification	integral-to-membrane	pid_24656;pid_36178	pid_24656:1.0;pid_36178:1.0	None
pid_36394	RAP2A-B/GDP	inactivating-residue-modification	None	pid_3119;pid_36395	pid_3119:1.0;pid_36395:1.0	None
pid_36400	RAP2A-B/GTP	activating-residue-modification	None	pid_3114;pid_36395	pid_3114:1.0;pid_36395:1.0	None
pid_36425	SDF1/CXCR4/VAV1	activating-residue-modification	cell-leading-edge	pid_24656;pid_36178;pid_36426	pid_24656:1.0;pid_36178:1.0;pid_36426:1.0	None
pid_36447	PI3K-Class-I-family	activating-residue-modification	plasma-membrane	None	None	None
pid_36456	RALB/GDP	inactivating-residue-modification	None	pid_3119;pid_36220	pid_3119:1.0;pid_36220:1.0	None
pid_36479	RAP1B/GTP	activating-residue-modification	None	pid_27893;pid_3114	pid_27893:1.0;pid_3114:1.0	None
pid_36524	SDF1/CXCR4/SHP1-2	activating-residue-modification	integral-to-membrane	pid_24656;pid_36178;pid_36522	pid_24656:1.0;pid_36178:1.0;pid_36522:1.0	None
pid_36553	STAT1-3-5-(dimer)	activating-residue-modification	cytoplasm	pid_36554	pid_36554:2.0	None
pid_36563	STAT1-3-5-(dimer)	activating-residue-modification	nucleus	pid_36554	pid_36554:2.0	None
pid_36570	RhoA-B-C/GDP	inactivating-residue-modification	None	pid_3119;pid_36571	pid_3119:1.0;pid_36571:1.0	None
pid_36582	RhoA-B-C/GTP	activating-residue-modification	None	pid_3114;pid_36571	pid_3114:1.0;pid_36571:1.0	None
pid_36591	G13/GTP	activating-residue-modification	cytoplasm	pid_26806;pid_3114	pid_26806:1.0;pid_3114:1.0	None
pid_36643	STAT2-(dimer)	activating-residue-modification	nucleus	pid_36149	pid_36149:2.0	None
pid_36678	Gi-family/GDP/G-beta/gamma	inactivating-residue-modification	None	None	None	None
pid_36680	Gi-family/GTP	activating-residue-modification	cytoplasm	pid_14166;pid_3114	pid_14166:1.0;pid_3114:1.0	None
pid_36691	TCR/CD3/MHC-II/CD4	activating-residue-modification	integral-to-membrane	pid_11676;pid_11681;pid_11687;pid_11689;pid_11692;pid_11698;pid_11703;pid_36692;pid_36695;pid_36698	pid_11676:1.0;pid_11681:1.0;pid_11687:1.0;pid_11689:2.0;pid_11692:1.0;pid_11698:2.0;pid_11703:1.0;pid_36692:1.0;pid_36695:1.0;pid_36698:1.0	None
pid_36711	TCR/CD3/MHC-II/CD4/LCK	activating-residue-modification	integral-to-membrane	pid_11681;pid_11687;pid_11692;pid_11703;pid_11721;pid_11723;pid_11724;pid_11726;pid_36692;pid_36695;pid_36698	pid_11681:1.0;pid_11687:1.0;pid_11692:1.0;pid_11703:1.0;pid_11721:1.0;pid_11723:1.0;pid_11724:2.0;pid_11726:2.0;pid_36692:1.0;pid_36695:1.0;pid_36698:1.0	None
pid_36754	RAP1B/GDP	inactivating-residue-modification	None	pid_27893;pid_3119	pid_27893:1.0;pid_3119:1.0	None
pid_36764	FAK/p130-Cas/Paxillin	None	membrane-raft	pid_21537;pid_36076;pid_36765	pid_21537:1.0;pid_36076:1.0;pid_36765:1.0	None
pid_36774	G-beta/gamma/RACK1	inactivating-residue-modification	cytoplasm	pid_13840;pid_13854;pid_16709	pid_13840:1.0;pid_13854:1.0;pid_16709:1.0	None
pid_36785	G13/GDP/G-beta/gamma;G13/GDP/Gbeta-gamma	inactivating-residue-modification	None	pid_13840;pid_13854;pid_26806;pid_3119	pid_13840:1.0;pid_13854:1.0;pid_26806:1.0;pid_3119:1.0	None
pid_367	WNT7B/FZD1/LRP5	activating-residue-modification	integral-to-membrane	pid_169;pid_368;pid_369	pid_169:1.0;pid_368:1.0;pid_369:1.0	None
pid_36819	PTEN	None	None	None	None	None
pid_37717	GNAT1/GDP	inactivating-residue-modification	None	pid_3119;pid_37718	pid_3119:1.0;pid_37718:1.0	None
pid_37727	GNB1/GNGT1	None	None	pid_13840;pid_37728	pid_13840:1.0;pid_37728:1.0	None
pid_37733	Transducin	inactivating-residue-modification	None	pid_13840;pid_3119;pid_37718;pid_37734	pid_13840:1.0;pid_3119:1.0;pid_37718:1.0;pid_37734:1.0	None
pid_37747	Metarhodopsin-II	activating-residue-modification	None	pid_37748;pid_37751	pid_37748:1.0;pid_37751:1.0	None
pid_37757	Metarhodopsin-II	inactivating-residue-modification	None	pid_37751;pid_37758	pid_37751:1.0;pid_37758:1.0	None
pid_37796	GCAP-Family/Ca-++	inactivating-residue-modification	cytoplasm	pid_37797;pid_37808	pid_37797:1.0;pid_37808:1.0	None
pid_37838	Metarhodopsin-II/Transducin	activating-residue-modification	None	pid_13840;pid_3119;pid_37718;pid_37734;pid_37748;pid_37751	pid_13840:1.0;pid_3119:1.0;pid_37718:1.0;pid_37734:1.0;pid_37748:1.0;pid_37751:1.0	None
pid_37846	GNAT1/GTP	activating-residue-modification	None	pid_3114;pid_37847	pid_3114:1.0;pid_37847:1.0	None
pid_37863	GC1/GCAP-Family	activating-residue-modification	None	pid_37797;pid_37864	pid_37797:1.0;pid_37864:1.0	None
pid_37876	GC1/GCAP-Family	activating-residue-modification	None	pid_37797;pid_37877	pid_37797:1.0;pid_37877:1.0	None
pid_37885	cGMP/CNG-Channel	activating-residue-modification	None	pid_37857;pid_37886;pid_37889	pid_37857:4.0;pid_37886:3.0;pid_37889:1.0	None
pid_37899	CNG-Channel	inactivating-residue-modification	None	pid_37886;pid_37889	pid_37886:3.0;pid_37889:1.0	None
pid_37907	PDE6G/GNAT1/GTP	activating-residue-modification	None	pid_3114;pid_37847;pid_37908	pid_3114:2.0;pid_37847:2.0;pid_37908:2.0	None
pid_37916	PDE6A/B	activating-residue-modification	None	pid_37917;pid_37920	pid_37917:1.0;pid_37920:1.0	None
pid_37940	Rhodopsin	inactivating-residue-modification	None	pid_37931;pid_37938	pid_37931:1.0;pid_37938:1.0	None
pid_37951	GC2/GCAP-Family	activating-residue-modification	None	pid_37797;pid_37952	pid_37797:1.0;pid_37952:1.0	None
pid_37996	Metarhodopsin-II/Arrestin	inactivating-residue-modification	None	pid_37751;pid_37758;pid_37993	pid_37751:1.0;pid_37758:1.0;pid_37993:1.0	None
pid_38015	PDE6	activating-residue-modification	None	pid_37908;pid_38016;pid_38018	pid_37908:2.0;pid_38016:1.0;pid_38018:1.0	None
pid_38035	PDE6	activating-residue-modification	None	pid_37908;pid_37917;pid_37920	pid_37908:2.0;pid_37917:1.0;pid_37920:1.0	None
pid_38046	RGS9-1/Gbeta5/R9AP	None	None	pid_38047;pid_38053;pid_38056	pid_38047:1.0;pid_38053:1.0;pid_38056:1.0	None
pid_38071	Na-+-(4-Units)	None	extracellular-region	pid_38072	pid_38072:4.0	None
pid_38074	Na-+-(4-Units)	None	cytoplasm	pid_38072	pid_38072:4.0	None
pid_382	WNT1/FZD8/LRP6	activating-residue-modification	integral-to-membrane	pid_168;pid_170;pid_233	pid_168:1.0;pid_170:1.0;pid_233:1.0	None
pid_38529	IFN-gamma/IRF1	None	None	pid_38530;pid_38533	pid_38530:1.0;pid_38533:1.0	None
pid_38540	911-complex	None	None	pid_38541;pid_38544;pid_38547	pid_38541:1.0;pid_38544:1.0;pid_38547:1.0	None
pid_38553	Telomerase	None	None	pid_38522;pid_38554;pid_38556;pid_38558;pid_38561	pid_38522:2.0;pid_38554:1.0;pid_38556:2.0;pid_38558:1.0;pid_38561:1.0	None
pid_38569	Telomerase/911	activating-residue-modification	None	pid_38522;pid_38541;pid_38544;pid_38547;pid_38554;pid_38556;pid_38558;pid_38561	pid_38522:2.0;pid_38541:1.0;pid_38544:1.0;pid_38547:1.0;pid_38554:1.0;pid_38556:2.0;pid_38558:1.0;pid_38561:1.0	None
pid_38590	Telomerase/PinX1	inactivating-residue-modification	None	pid_38522;pid_38554;pid_38556;pid_38558;pid_38561;pid_38587	pid_38522:2.0;pid_38554:1.0;pid_38556:2.0;pid_38558:1.0;pid_38561:1.0;pid_38587:4.0	None
pid_38614	ATM/TRF2	None	None	pid_38615;pid_38616	pid_38615:1.0;pid_38616:1.0	None
pid_38640	TGFB1/TGF-beta-receptor-Type-II	activating-residue-modification	None	pid_38641;pid_38643	pid_38641:1.0;pid_38643:1.0	None
pid_38662	TRF1-dimer	None	None	pid_38663	pid_38663:2.0	None
pid_38676	Telomerase/Nucleolin	None	None	pid_38522;pid_38554;pid_38556;pid_38558;pid_38561;pid_38673	pid_38522:2.0;pid_38554:1.0;pid_38556:2.0;pid_38558:1.0;pid_38561:1.0;pid_38673:1.0	None
pid_38695	Telomerase-catalytic-core-complex	None	None	pid_38522;pid_38556	pid_38522:1.0;pid_38556:1.0	None
pid_38718	SP3/HDAC2	None	None	pid_22294;pid_38719	pid_22294:1.0;pid_38719:1.0	None
pid_38725	SP1/HDAC2	None	None	pid_15974;pid_22294	pid_15974:1.0;pid_22294:1.0	None
pid_38731	TERT/NF-kappa-B1/14-3-3	None	None	pid_21266;pid_38732;pid_4896	pid_21266:1.0;pid_38732:1.0;pid_4896:1.0	None
pid_38747	Telomerase	activating-residue-modification	None	pid_38554;pid_38556;pid_38558;pid_38561;pid_38748	pid_38554:1.0;pid_38556:2.0;pid_38558:1.0;pid_38561:1.0;pid_38748:2.0	None
pid_38759	HPV-16-E6/E6AP	None	None	pid_38760;pid_38763	pid_38760:1.0;pid_38763:1.0	None
pid_38772	Ku;KU	None	nucleus	pid_38773;pid_38776	pid_38773:1.0;pid_38776:1.0	None
pid_38781	KU/TERT	None	nucleus	pid_38522;pid_38773;pid_38776	pid_38522:1.0;pid_38773:1.0;pid_38776:1.0	None
pid_38791	Telomerase	inactivating-residue-modification	None	pid_38522;pid_38554;pid_38556;pid_38558;pid_38561	pid_38522:2.0;pid_38554:1.0;pid_38556:2.0;pid_38558:1.0;pid_38561:1.0	None
pid_38811	ER-alpha/Oestrogen	activating-residue-modification	None	pid_38809;pid_7379	pid_38809:2.0;pid_7379:2.0	None
pid_38823	TRF1/Tankyrase1	None	None	pid_38824;pid_38826	pid_38824:1.0;pid_38826:1.0	None
pid_38834	NFX1/SIN3/HDAC-complex	None	None	pid_22288;pid_22291;pid_22294;pid_22386;pid_22392;pid_22398;pid_22401;pid_38835;pid_7761	pid_22288:1.0;pid_22291:1.0;pid_22294:1.0;pid_22386:1.0;pid_22392:1.0;pid_22398:1.0;pid_22401:1.0;pid_38835:1.0;pid_7761:1.0	None
pid_38847	HPV-16-E6/E6AP/NFX1/SIN3/HDAC-complex	None	None	pid_22288;pid_22291;pid_22294;pid_22386;pid_22392;pid_22398;pid_22401;pid_38760;pid_38763;pid_38848;pid_7761	pid_22288:1.0;pid_22291:1.0;pid_22294:1.0;pid_22386:1.0;pid_22392:1.0;pid_22398:1.0;pid_22401:1.0;pid_38760:1.0;pid_38763:1.0;pid_38848:1.0;pid_7761:1.0	None
pid_38881	TRF2/WRN	activating-residue-modification	None	pid_38616;pid_38878	pid_38616:1.0;pid_38878:1.0	None
pid_38893	TERT/c-Abl	None	None	pid_16234;pid_38894	pid_16234:1.0;pid_38894:1.0	None
pid_38908	Mad/Max	None	None	pid_22389;pid_22395	pid_22389:1.0;pid_22395:1.0	None
pid_38919	Smad3/MYC	activating-residue-modification	None	pid_38920;pid_7555	pid_38920:1.0;pid_7555:1.0	None
pid_38928	Telomerase	None	None	pid_38522;pid_38556;pid_38558;pid_38929;pid_38931	pid_38522:2.0;pid_38556:2.0;pid_38558:1.0;pid_38929:1.0;pid_38931:1.0	None
pid_38938	Telomerase	inactivating-residue-modification	None	pid_38522;pid_38556;pid_38558;pid_38929;pid_38931	pid_38522:2.0;pid_38556:2.0;pid_38558:1.0;pid_38929:1.0;pid_38931:1.0	None
pid_38954	Telomerase/EST1A	activating-residue-modification	None	pid_38522;pid_38554;pid_38556;pid_38558;pid_38561;pid_38951	pid_38522:2.0;pid_38554:1.0;pid_38556:2.0;pid_38558:1.0;pid_38561:1.0;pid_38951:1.0	None
pid_38970	KU/TER	None	nucleus	pid_38556;pid_38773;pid_38776	pid_38556:1.0;pid_38773:1.0;pid_38776:1.0	None
pid_38980	Telomerase	activating-residue-modification	None	pid_38554;pid_38556;pid_38558;pid_38561;pid_38981	pid_38554:1.0;pid_38556:2.0;pid_38558:1.0;pid_38561:1.0;pid_38981:2.0	None
pid_39004	TRF2/PARP2	None	None	pid_39001;pid_39005	pid_39001:1.0;pid_39005:1.0	None
pid_39021	Telomerase/hnRNP-C1/C2	None	None	pid_38522;pid_38554;pid_38556;pid_38558;pid_38561;pid_39018	pid_38522:2.0;pid_38554:1.0;pid_38556:2.0;pid_38558:1.0;pid_38561:1.0;pid_39018:1.0	None
pid_39041	ATM/TRF2	None	None	pid_38604;pid_38616	pid_38604:1.0;pid_38616:1.0	None
