#id	E	F	R	interactionType	E&Fstoichiometry	spontaneous	conversiondirection	evidence	xref
pid_35333	pid_12013	pid_12009	pid_35336	BiochemicalReaction	pid_12009:1.0;pid_12013:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:1604323;Pubmed:8155326
pid_35346	pid_34623;pid_34688;pid_35347	pid_35152	pid_35352;pid_35353	ComplexAssembly	pid_34623:1.0;pid_34688:1.0;pid_35152:1.0;pid_35347:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:11251075;Pubmed:16187212
pid_35358	pid_34848;pid_34972	pid_35295	pid_35362	ComplexAssembly	pid_34848:1.0;pid_34972:1.0;pid_35295:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16697063;Pubmed:9632781
pid_35366	pid_34720;pid_34943	pid_35367	pid_35374	ComplexAssembly	pid_34720:1.0;pid_34943:2.0;pid_35367:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10207144;Pubmed:9927421
pid_35378	pid_29189	pid_35379	pid_35382	BiochemicalReaction	pid_29189:1.0;pid_35379:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10601297
pid_35386	pid_34487;pid_35229	pid_35228	None	ComplexAssembly	pid_34487:1.0;pid_35228:1.0;pid_35229:1.0	true	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12446789
pid_35392	pid_3114;pid_35393	pid_3119;pid_35305	pid_35403	BiochemicalReaction	pid_3114:1.0;pid_3119:1.0;pid_35305:1.0;pid_35393:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12879077
pid_35405	pid_20229;pid_9236	pid_35337	pid_35409	ComplexAssembly	pid_20229:1.0;pid_35337:1.0;pid_9236:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:1604323;Pubmed:8155326;Pubmed:8384556
pid_35412	pid_34583	None	None	BiochemicalReaction	pid_34583:1.0	true	None	None	None
pid_35414	pid_35415	pid_34596	pid_35418	BiochemicalReaction	pid_34596:1.0;pid_35415:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10691301;Pubmed:15513915
pid_35427	pid_34823	None	None	ComplexAssembly	pid_34823:1.0	true	None	None	None
pid_35429	pid_12116;pid_35295	pid_34971	None	ComplexAssembly	pid_12116:1.0;pid_34971:1.0;pid_35295:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:9632781
pid_3542	pid_3110	pid_3121;pid_3125	pid_3546	BiochemicalReaction	pid_3110:1.0;pid_3121:1.0;pid_3125:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:7673236
pid_35434	pid_35435;pid_9101	pid_20229;pid_34848	pid_35443	BiochemicalReaction	pid_20229:1.0;pid_34848:1.0;pid_35435:1.0;pid_9101:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10092678;Pubmed:10629055;Pubmed:16697063;Pubmed:7657612;Pubmed:8155326;Pubmed:8226808
pid_35450	pid_3114;pid_3121	pid_3110;pid_3119	pid_35455	BiochemicalReaction	pid_3110:1.0;pid_3114:1.0;pid_3119:1.0;pid_3121:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12510192
pid_35458	pid_34957;pid_35459	pid_35212	pid_35463	ComplexAssembly	pid_34957:1.0;pid_35212:1.0;pid_35459:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:9356464
pid_35466	pid_34984	None	None	ComplexAssembly	pid_34984:1.0	true	None	None	None
pid_35468	pid_3114;pid_34981	pid_3119;pid_34984	pid_35473	BiochemicalReaction	pid_3114:1.0;pid_3119:1.0;pid_34981:1.0;pid_34984:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17003042
pid_36073	pid_21797;pid_9348;pid_9649	pid_36074	pid_36085;pid_36095;pid_36096;pid_36097	ComplexAssembly	pid_21797:1.0;pid_36074:1.0;pid_9348:1.0;pid_9649:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10753828;Pubmed:11369622;Pubmed:12590707;Pubmed:15728464
pid_360	pid_159;pid_361;pid_364	pid_367	None	ComplexAssembly	pid_159:1.0;pid_361:1.0;pid_364:1.0;pid_367:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15923619
pid_36127	pid_36128	pid_36131	pid_36135	BiochemicalReaction	pid_36128:1.0;pid_36131:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11784854
pid_36143	pid_36144	pid_36148	None	ComplexAssembly	pid_36144:2.0;pid_36148:1.0	true	None	None	Pubmed:10506573;Pubmed:11369622
pid_36155	pid_36156	pid_36144	pid_36159	BiochemicalReaction	pid_36144:1.0;pid_36156:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:10506573;Pubmed:11369622
pid_36171	pid_12048	pid_12317	pid_36174	BiochemicalReaction	pid_12048:1.0;pid_12317:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12519755
pid_36194	pid_36195;pid_36196	pid_36198	None	ComplexAssembly	pid_36195:2.0;pid_36196:1.0;pid_36198:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:18799424
pid_36207	pid_36208	pid_36136	pid_36211	BiochemicalReaction	pid_36136:1.0;pid_36208:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17056591
pid_36229	pid_36230	pid_36236	pid_36241	BiochemicalReaction	pid_36230:1.0;pid_36236:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16230460
pid_36247	pid_9316	pid_9317	None	Transport	pid_9316:1.0;pid_9317:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17675482;Pubmed:9722546
pid_36255	pid_3114;pid_36256	pid_3119;pid_36212	pid_36264	BiochemicalReaction	pid_3114:1.0;pid_3119:1.0;pid_36212:1.0;pid_36256:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17056591
pid_36267	pid_12411	pid_36268	pid_36273	BiochemicalReaction	pid_12411:1.0;pid_36268:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10606629;Pubmed:16038794
pid_36277	pid_36278	pid_36284	None	Transport	pid_36278:1.0;pid_36284:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10521508;Pubmed:14602072
pid_36321	pid_13871;pid_36305	pid_36304	None	ComplexAssembly	pid_13871:1.0;pid_36304:1.0;pid_36305:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:14662753
pid_36330	pid_36284	pid_36331	pid_36341	BiochemicalReaction	pid_36284:1.0;pid_36331:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11641392
pid_36345	pid_12552	pid_4986	pid_36348;pid_36349	BiochemicalReaction	pid_12552:1.0;pid_4986:1.0	null	None	None	Pubmed:10570282;Pubmed:18596232
pid_36352	pid_36278	pid_36284	None	Transport	pid_36278:1.0;pid_36284:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10521508;Pubmed:10644702;Pubmed:12032308;Pubmed:14602072
pid_36381	pid_36382;pid_36386	pid_36175	None	ComplexAssembly	pid_36175:1.0;pid_36382:1.0;pid_36386:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12519755;Pubmed:16503409
pid_36393	pid_3114;pid_36394	pid_3119;pid_36400	pid_36408;pid_36409	BiochemicalReaction	pid_3114:1.0;pid_3119:1.0;pid_36394:1.0;pid_36400:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12133960
pid_36413	pid_36382	pid_36278	pid_36416	BiochemicalReaction	pid_36278:1.0;pid_36382:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10521508
pid_36418	pid_3114;pid_36256	pid_3119;pid_36188	pid_36423;pid_36424	BiochemicalReaction	pid_3114:1.0;pid_3119:1.0;pid_36188:1.0;pid_36256:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15618472;Pubmed:15872091
pid_36436	pid_36299	pid_36437	pid_36441;pid_36442	BiochemicalReaction	pid_36299:1.0;pid_36437:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:14602072
pid_36446	pid_35610	pid_36447	pid_36451	BiochemicalReaction	pid_35610:1.0;pid_36447:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10570282;Pubmed:12682230;Pubmed:9722546
pid_36455	pid_3114;pid_36456	pid_3119;pid_36219	pid_36464;pid_36465	BiochemicalReaction	pid_3114:1.0;pid_3119:1.0;pid_36219:1.0;pid_36456:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18227351
pid_36472	pid_21541;pid_36473;pid_9649	pid_36366	pid_36478	ComplexAssembly	pid_21541:1.0;pid_36366:1.0;pid_36473:1.0;pid_9649:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11369622;Pubmed:18319399;Pubmed:9722546
pid_36487	pid_36488	pid_36491	pid_36498	BiochemicalReaction	pid_36488:1.0;pid_36491:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11544290
pid_36506	pid_18574	pid_36507	pid_36512	BiochemicalReaction	pid_18574:1.0;pid_36507:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11544290
pid_36514	pid_36382;pid_9357	pid_36425	None	ComplexAssembly	pid_36382:1.0;pid_36425:1.0;pid_9357:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15618472
pid_36521	pid_36382;pid_36522	pid_36524	pid_36532	ComplexAssembly	pid_36382:1.0;pid_36522:1.0;pid_36524:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10506573;Pubmed:11157475
pid_36537	pid_36538	pid_36163	pid_36541	BiochemicalReaction	pid_36163:1.0;pid_36538:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15630457;Pubmed:18596232
pid_36552	pid_36553	pid_36563	None	Transport	pid_36553:1.0;pid_36563:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10506573
pid_36569	pid_3114;pid_36570	pid_3119;pid_36582	pid_36590	BiochemicalReaction	pid_3114:1.0;pid_3119:1.0;pid_36570:1.0;pid_36582:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17056591
pid_36597	pid_12317	pid_12048	pid_36600	BiochemicalReaction	pid_12048:1.0;pid_12317:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12036857
pid_36610	pid_36610	pid_30846	None	TemplateReaction(Transcription)	None	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15630457
pid_36614	pid_36615	pid_36617	pid_36622;pid_36623	BiochemicalReaction	pid_36615:1.0;pid_36617:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12590707;Pubmed:15728464;Pubmed:17056591
pid_36626	pid_36195;pid_36627	pid_36382	None	ComplexAssembly	pid_36195:1.0;pid_36382:1.0;pid_36627:1.0	true	None	inferred-from-direct-assay:ECO:0000002	Pubmed:8752280;Pubmed:8752281
pid_36634	pid_36635	pid_36636	pid_36639;pid_36640	BiochemicalReaction	pid_36635:1.0;pid_36636:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17675482
pid_36642	pid_36148	pid_36643	None	Transport	pid_36148:1.0;pid_36643:1.0	true	None	None	Pubmed:10506573;Pubmed:11369622
pid_36647	pid_36648	pid_36553	None	ComplexAssembly	pid_36553:1.0;pid_36648:2.0	true	None	None	Pubmed:10506573
pid_36654	pid_35610	pid_36447	pid_36657;pid_36658	BiochemicalReaction	pid_35610:1.0;pid_36447:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:11369622
pid_36661	pid_36662	pid_36664	None	Transport	pid_36662:1.0;pid_36664:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16230460
pid_36669	pid_20566;pid_36382	pid_36086	None	ComplexAssembly	pid_20566:1.0;pid_36086:1.0;pid_36382:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10506573;Pubmed:15615703
pid_36677	pid_3114;pid_36678	pid_13871;pid_3119;pid_36680	pid_36688	ComplexAssembly	pid_13871:1.0;pid_3114:1.0;pid_3119:1.0;pid_36678:1.0;pid_36680:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17056591
pid_36690	pid_11717;pid_36691	pid_36711	pid_36727;pid_36728	ComplexAssembly	pid_11717:1.0;pid_36691:1.0;pid_36711:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16919488;Pubmed:17537990
pid_36733	pid_36382	pid_36278	pid_36736	BiochemicalReaction	pid_36278:1.0;pid_36382:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12032308;Pubmed:14704365
pid_36744	pid_3464	pid_11799;pid_9379	pid_36748	BiochemicalReaction	pid_11799:1.0;pid_3464:1.0;pid_9379:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:17675482;Pubmed:18596232
pid_36751	pid_36711	None	None	ComplexAssembly	pid_36711:1.0	true	None	None	Pubmed:16919488
pid_36753	pid_3114;pid_36754	pid_3119;pid_36479	pid_36762;pid_36763	BiochemicalReaction	pid_3114:1.0;pid_3119:1.0;pid_36479:1.0;pid_36754:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17568820;Pubmed:18319399
pid_36773	pid_13871;pid_16709	pid_36774	None	ComplexAssembly	pid_13871:1.0;pid_16709:1.0;pid_36774:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18596232
pid_36784	pid_3114;pid_36785	pid_13871;pid_3119;pid_36591	pid_36796	ComplexAssembly	pid_13871:1.0;pid_3114:1.0;pid_3119:1.0;pid_36591:1.0;pid_36785:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17056591
pid_36798	pid_36799	pid_36230	pid_36802	BiochemicalReaction	pid_36230:1.0;pid_36799:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11784854
pid_36805	pid_36806	pid_36648	pid_36812	BiochemicalReaction	pid_36648:1.0;pid_36806:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:10506573;Pubmed:15615703
pid_36815	pid_12411	pid_3464	pid_36818	BiochemicalReaction	pid_12411:1.0;pid_3464:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12077227;Pubmed:15994292
pid_36823	pid_12317	pid_11717	pid_36826;pid_36827	BiochemicalReaction	pid_11717:1.0;pid_12317:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12036857
pid_36830	pid_3464	pid_12411	pid_36833	BiochemicalReaction	pid_12411:1.0;pid_3464:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10570282;Pubmed:12682230;Pubmed:9722546
pid_36841	pid_4986	pid_8633	pid_36844	BiochemicalReaction	pid_4986:1.0;pid_8633:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:10570282;Pubmed:12682230;Pubmed:18596232
pid_37716	pid_37717;pid_37727	pid_37733	None	ComplexAssembly	pid_37717:1.0;pid_37727:1.0;pid_37733:1.0	true	None	None	None
pid_37746	pid_29270;pid_37747	pid_30719;pid_37757	pid_37775	BiochemicalReaction	pid_29270:1.0;pid_30719:1.0;pid_37747:1.0;pid_37757:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:3014340
pid_37782	pid_37747	pid_37748;pid_37751	None	ComplexAssembly	pid_37747:1.0;pid_37748:1.0;pid_37751:1.0	true	None	None	None
pid_37786	pid_37751	pid_37787	pid_37791	BiochemicalReaction	pid_37751:1.0;pid_37787:1.0	null	None	None	None
pid_37795	pid_37796	pid_37813;pid_9317	None	ComplexAssembly	pid_37796:1.0;pid_37813:1.0;pid_9317:1.0	true	None	None	None
pid_37818	pid_37819	pid_37821	pid_37825	BiochemicalReaction	pid_37819:1.0;pid_37821:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15186777
pid_37837	pid_37838	pid_37727;pid_37747;pid_37846	None	ComplexAssembly	pid_37727:1.0;pid_37747:1.0;pid_37838:1.0;pid_37846:1.0	true	None	None	None
pid_37856	pid_3114	pid_37857	pid_37862	BiochemicalReaction	pid_3114:1.0;pid_37857:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:9571173
pid_37874	pid_37813;pid_37875	pid_37876	None	ComplexAssembly	pid_37813:1.0;pid_37875:1.0;pid_37876:1.0	true	None	None	None
pid_37884	pid_37885	pid_37896;pid_37899	pid_37906;pid_37915	BiochemicalReaction	pid_37885:1.0;pid_37896:1.0;pid_37899:1.0	null	None	None	None
pid_37926	pid_12062	pid_9317	None	Transport	pid_12062:1.0;pid_9317:1.0	null	None	None	None
pid_37930	pid_37931;pid_37938	pid_37940	None	ComplexAssembly	pid_37931:1.0;pid_37938:1.0;pid_37940:1.0	true	None	None	None
pid_37947	pid_37813;pid_37948	pid_37951	None	ComplexAssembly	pid_37813:1.0;pid_37948:1.0;pid_37951:1.0	true	None	None	None
pid_37959	pid_37787;pid_37960	pid_37819;pid_37962	pid_37968	BiochemicalReaction	pid_37787:1.0;pid_37819:1.0;pid_37960:1.0;pid_37962:1.0	null	None	None	None
pid_37972	pid_37973	pid_37976	None	Transport	pid_37973:1.0;pid_37976:1.0	null	None	None	None
pid_37980	pid_37981;pid_9317	pid_12062;pid_37983	None	Transport	pid_12062:1.0;pid_37981:1.0;pid_37983:1.0;pid_9317:1.0	null	None	None	None
pid_37992	pid_37757;pid_37993	pid_37996	None	ComplexAssembly	pid_37757:1.0;pid_37993:1.0;pid_37996:1.0	true	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:7781061;Pubmed:9169442
pid_38008	pid_37940	pid_37747	pid_38011	BiochemicalReaction	pid_37747:1.0;pid_37940:1.0	true	None	None	None
pid_38014	pid_37846;pid_38015	pid_37907;pid_37916	None	ComplexAssembly	pid_37846:2.0;pid_37907:1.0;pid_37916:1.0;pid_38015:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:11683629
pid_38034	pid_37907;pid_37916	pid_3125;pid_37717;pid_38035	pid_38045	ComplexAssembly	pid_3125:1.0;pid_37717:2.0;pid_37907:1.0;pid_37916:1.0;pid_38035:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:11601986;Pubmed:15488178
pid_38066	pid_3114	pid_37857	pid_38069	BiochemicalReaction	pid_3114:1.0;pid_37857:1.0	null	None	None	None
pid_38070	pid_38071	pid_38074	None	Transport	pid_38071:1.0;pid_38074:1.0	null	None	None	None
pid_38079	pid_37996	pid_37748;pid_37751;pid_37993	pid_38084	ComplexAssembly	pid_37748:1.0;pid_37751:1.0;pid_37993:1.0;pid_37996:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	None
pid_38089	pid_37821	pid_37938	pid_38092	BiochemicalReaction	pid_37821:1.0;pid_37938:1.0	null	None	None	None
pid_38096	pid_37733;pid_37747	pid_37838	None	ComplexAssembly	pid_37733:1.0;pid_37747:1.0;pid_37838:1.0	true	None	None	None
pid_38521	pid_38521	pid_38522	None	TemplateReaction(Transcription)	None	null	None	None	None
pid_38527	pid_38527	pid_38522	None	TemplateReaction(Transcription)	None	null	None	None	Pubmed:12545159
pid_38539	pid_38540;pid_38553	pid_38569	None	ComplexAssembly	pid_38540:1.0;pid_38553:1.0;pid_38569:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16890531
pid_38586	pid_38553;pid_38587	pid_38590	None	ComplexAssembly	pid_38553:1.0;pid_38587:1.0;pid_38590:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15381700
pid_38603	pid_38604	pid_38606	pid_38610;pid_38613	BiochemicalReaction	pid_38604:1.0;pid_38606:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12956959
pid_38624	pid_38624	pid_38522	None	TemplateReaction(Transcription)	None	null	None	None	Pubmed:15331176
pid_38630	pid_38631	pid_38634	pid_38639	BiochemicalReaction	pid_38631:1.0;pid_38634:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16785237
pid_38652	pid_38652	pid_38653	None	TemplateReaction(Transcription)	None	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:15710386
pid_38672	pid_38553;pid_38673	pid_38676	None	ComplexAssembly	pid_38553:1.0;pid_38673:1.0;pid_38676:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:15371412
pid_38689	pid_38689	pid_38522	None	TemplateReaction(Transcription)	None	null	None	None	Pubmed:11433024
pid_38694	pid_38554;pid_38558;pid_38561;pid_38695	pid_38553	None	ComplexAssembly	pid_38553:1.0;pid_38554:1.0;pid_38558:1.0;pid_38561:1.0;pid_38695:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:11274138;Pubmed:12135483;Pubmed:16508638
pid_38708	pid_12552	pid_12191	pid_38711	BiochemicalReaction	pid_12191:1.0;pid_12552:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:15843522
pid_38714	pid_38714	pid_38522	None	TemplateReaction(Transcription)	None	null	None	None	Pubmed:10637317;Pubmed:12151407
pid_38730	pid_21266;pid_38522;pid_4896	pid_38731	pid_38742	ComplexAssembly	pid_21266:1.0;pid_38522:1.0;pid_38731:1.0;pid_4896:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:10224060
pid_38746	pid_38553	pid_38747	pid_38758	BiochemicalReaction	pid_38553:1.0;pid_38747:1.0	null	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15655249;Pubmed:16869756
pid_38771	pid_38522;pid_38772	pid_38781	None	ComplexAssembly	pid_38522:1.0;pid_38772:1.0;pid_38781:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12377759
pid_38790	pid_38553	pid_38791	pid_38800;pid_38801	BiochemicalReaction	pid_38553:1.0;pid_38791:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:16522649
pid_38808	pid_38809;pid_7379	pid_38811	None	ComplexAssembly	pid_38809:1.0;pid_38811:1.0;pid_7379:1.0	true	None	inferred-from-direct-assay:ECO:0000002	Pubmed:15048073
pid_38833	pid_38759;pid_38834	pid_38847	None	ComplexAssembly	pid_38759:1.0;pid_38834:1.0;pid_38847:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15655249;Pubmed:16869756
pid_38865	pid_38865	pid_38522	None	TemplateReaction(Transcription)	None	null	None	None	Pubmed:16135795
pid_38873	pid_38522;pid_38556	pid_38695	None	ComplexAssembly	pid_38522:1.0;pid_38556:1.0;pid_38695:1.0	true	None	None	None
pid_38877	pid_38616;pid_38878	pid_38881	None	ComplexAssembly	pid_38616:1.0;pid_38878:1.0;pid_38881:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:12181313;Pubmed:14712220
pid_38892	pid_16234;pid_38522	pid_38893	pid_38902	ComplexAssembly	pid_16234:1.0;pid_38522:1.0;pid_38893:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10837221
pid_38906	pid_38906	pid_38522	None	TemplateReaction(Transcription)	None	null	None	None	Pubmed:16765199
pid_38912	pid_12552	pid_12191	pid_38915	BiochemicalReaction	pid_12191:1.0;pid_12552:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:15048073
pid_38917	pid_38917	pid_38522	None	TemplateReaction(Transcription)	None	null	None	None	Pubmed:16785237
pid_38927	pid_38928	pid_38938	pid_38947;pid_38948	BiochemicalReaction	pid_38928:1.0;pid_38938:1.0	true	None	inferred-from-direct-assay:ECO:0000002	Pubmed:15710386
pid_38950	pid_38553;pid_38951	pid_38954	None	ComplexAssembly	pid_38553:1.0;pid_38951:1.0;pid_38954:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:12676087;Pubmed:12699629
pid_38969	pid_38556;pid_38772	pid_38970	None	BiochemicalReaction	pid_38556:1.0;pid_38772:1.0;pid_38970:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15824061
