#id	controllingElements	controlledElements	controlType	catalysisdir	evidence	xref
pid_169450	pid_100547	pid_169449	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15608679
pid_169457	pid_100547	pid_169453	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:7721782;Pubmed:9566892
pid_169458	pid_160334	pid_169453	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:7721782;Pubmed:9566892
pid_169459	pid_169025	pid_169453	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:7721782;Pubmed:9566892
pid_169465	pid_100547	pid_169464	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:14761981;Pubmed:1594249;Pubmed:1679531;Pubmed:17587615;Pubmed:2233716
pid_169466	pid_169467	pid_169464	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:14761981;Pubmed:1594249;Pubmed:1679531;Pubmed:17587615;Pubmed:2233716
pid_169486	pid_100547	pid_169482	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:8264615
pid_169492	pid_100547	pid_169491	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10619021;Pubmed:11779867;Pubmed:11792321;Pubmed:7684005;Pubmed:8491193
pid_169493	pid_169411	pid_169491	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10619021;Pubmed:11779867;Pubmed:11792321;Pubmed:7684005;Pubmed:8491193
pid_169494	pid_169495	pid_169491	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10619021;Pubmed:11779867;Pubmed:11792321;Pubmed:7684005;Pubmed:8491193
pid_169505	pid_100547	pid_169501	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17959653
pid_169506	pid_169507	pid_169501	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17959653
pid_169508	pid_82145	pid_169501	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17959653
pid_169515	pid_100547	pid_169514	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12424255;Pubmed:17152050
pid_169525	pid_100547	pid_169521	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15356292
pid_169533	pid_100547	pid_169531	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:9490676
pid_169534	pid_169148	pid_169531	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:9490676
pid_169543	pid_100547	pid_169539	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15608679
pid_169547	pid_100547	pid_169546	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10523863;Pubmed:15608679;Pubmed:8946914;Pubmed:9096387
pid_169565	pid_22454	pid_169562	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11779867
pid_169570	pid_100547	pid_169569	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12673198;Pubmed:1944282
pid_169571	pid_22374	pid_169569	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12673198;Pubmed:1944282
pid_169572	pid_22956	pid_169569	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12673198;Pubmed:1944282
pid_169581	pid_85042	pid_169578	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:15687240
pid_169585	pid_100547	pid_169582	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17822556
pid_169613	pid_169101	pid_169609	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16055116
pid_169614	pid_169104	pid_169609	INHIBITION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16055116
pid_169615	pid_169616	pid_169609	INHIBITION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16055116
pid_169621	pid_100547	pid_169620	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15608679
pid_169625	pid_100547	pid_169624	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15608679
pid_169629	pid_100547	pid_169628	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10619021;Pubmed:11792321;Pubmed:17077080;Pubmed:7684005;Pubmed:8491193
pid_169630	pid_169411	pid_169628	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10619021;Pubmed:11792321;Pubmed:17077080;Pubmed:7684005;Pubmed:8491193
pid_169631	pid_168991	pid_169628	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10619021;Pubmed:11792321;Pubmed:17077080;Pubmed:7684005;Pubmed:8491193
pid_170195	pid_170196	pid_170190	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18198190
pid_170211	pid_170196	pid_170206	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12615978
pid_170212	pid_170213	pid_170206	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12615978
pid_170235	pid_170236	pid_28699	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18198190
pid_170242	pid_170243	pid_70229	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15054110;Pubmed:16782872;Pubmed:18387945
pid_170254	pid_24893	pid_11379	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17135240
pid_170258	pid_24893	pid_30843	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15054110
pid_170271	pid_170272	pid_170268	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17135240
pid_170283	pid_170284	pid_170280	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18198190
pid_170297	pid_28349	pid_170293	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:8755474
pid_170312	pid_24893	pid_170305	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12615978
pid_170313	pid_25011	pid_170305	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12615978
pid_170316	pid_28446	pid_57801	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12134157
pid_170317	pid_170318	pid_57801	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12134157
pid_170319	pid_170320	pid_57801	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12134157
pid_170330	pid_170243	pid_170325	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16782872;Pubmed:18387945
pid_170333	pid_28446	pid_28699	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18198190
pid_170335	pid_24893	pid_20498	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14988728
pid_170337	pid_170306	pid_57801	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12615978
pid_170348	pid_170196	pid_170345	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12134157
pid_170354	pid_170355	pid_170351	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:7982920
pid_170380	pid_61764	pid_170377	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:18198190
pid_170385	pid_26240	pid_170381	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10655584
pid_170386	pid_170196	pid_170381	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10655584
pid_170396	pid_12411	pid_170391	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15054110;Pubmed:17135240
pid_170405	pid_170223	pid_28943	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12400011
pid_170411	pid_170196	pid_170408	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12134157
pid_170419	pid_96235	pid_52733	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10655584
pid_170427	pid_170364	pid_170422	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14988728
pid_170430	pid_28383	pid_5603	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12496371
pid_170479	pid_170480	pid_170477	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:9278511;Pubmed:9278512
pid_170486	pid_170487	pid_170477	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12399544;Pubmed:12676583
pid_170497	pid_84377	pid_170494	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12399544;Pubmed:9278511;Pubmed:9278512;Pubmed:9889122
pid_170544	pid_84377	pid_170533	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15665856;Pubmed:18317453
pid_170580	pid_84377	pid_170578	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18243098
pid_170620	pid_170621	pid_170612	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11799063;Pubmed:12578958;Pubmed:14605214;Pubmed:14624239;Pubmed:18936170;Pubmed:19020305
pid_170639	pid_84096	pid_170634	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:14988723;Pubmed:15758953;Pubmed:18283122
pid_170672	pid_5606	pid_5603	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16828751;Pubmed:16885021;Pubmed:16885022;Pubmed:16934469
pid_170680	pid_84096	pid_170677	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14654783
pid_170693	pid_170694	pid_170683	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17638878
pid_170777	pid_170778	pid_170751	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12676962;Pubmed:16360315
pid_170780	pid_4893	pid_170751	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12676962;Pubmed:16360315
pid_170798	pid_170799	pid_170796	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19793861
pid_170823	pid_170824	pid_170796	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:20048340
pid_170876	pid_84096	pid_170873	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14988723;Pubmed:15314022;Pubmed:16943440
pid_170879	pid_170537	pid_84076	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15665856;Pubmed:18317453
pid_170898	pid_84221	pid_170895	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16885021;Pubmed:16885022;Pubmed:16934469
pid_170899	pid_141984	pid_170895	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16885021;Pubmed:16885022;Pubmed:16934469
pid_170912	pid_170913	pid_170903	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15538388
pid_170924	pid_170925	pid_170921	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17015476
pid_170937	pid_84377	pid_170934	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12399544;Pubmed:12676583
pid_170948	pid_84096	pid_170941	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15210935;Pubmed:15448142
pid_170960	pid_170961	pid_170953	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:2050703;Pubmed:2406247
pid_171430	pid_49416	pid_171429	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:9163525
pid_171436	pid_49416	pid_171435	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:7678052
pid_171443	pid_171444	pid_171439	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10446219;Pubmed:11335711;Pubmed:12361954;Pubmed:12754505;Pubmed:12754506;Pubmed:12754507;Pubmed:15677447;Pubmed:7537214;Pubmed:7678052;Pubmed:8140422;Pubmed:8164674;Pubmed:8272872;Pubmed:8626374;Pubmed:8662591;Pubmed:9880505
pid_171451	pid_171452	pid_171439	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10446219;Pubmed:11335711;Pubmed:12361954;Pubmed:12754505;Pubmed:12754506;Pubmed:12754507;Pubmed:15677447;Pubmed:7537214;Pubmed:7678052;Pubmed:8140422;Pubmed:8164674;Pubmed:8272872;Pubmed:8626374;Pubmed:8662591;Pubmed:9880505
pid_171455	pid_171456	pid_171439	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10446219;Pubmed:11335711;Pubmed:12361954;Pubmed:12754505;Pubmed:12754506;Pubmed:12754507;Pubmed:15677447;Pubmed:7537214;Pubmed:7678052;Pubmed:8140422;Pubmed:8164674;Pubmed:8272872;Pubmed:8626374;Pubmed:8662591;Pubmed:9880505
pid_171499	pid_171500	pid_171481	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10859312;Pubmed:12829785;Pubmed:2261637;Pubmed:2788034;Pubmed:8272872;Pubmed:8272873
pid_171528	pid_171529	pid_171511	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15010462
pid_171542	pid_49416	pid_171541	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:7523403
pid_171548	pid_28943	pid_171545	ACTIVATION	None	None	None
pid_171552	pid_171553	pid_171549	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:11727828
pid_171568	pid_171444	pid_171555	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15572665;Pubmed:9388184
pid_171575	pid_171576	pid_28943	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10409724;Pubmed:15010462
pid_171589	pid_49416	pid_77013	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:8670868
pid_171590	pid_105746	pid_77013	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:8670868
pid_171618	pid_171444	pid_171615	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:11727828
pid_171619	pid_49416	pid_40224	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:8670868
pid_171628	pid_49416	pid_171627	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:8559663
pid_171629	pid_30749	pid_171627	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:8559663
pid_171637	pid_171444	pid_171634	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12754505;Pubmed:12754506;Pubmed:7537214;Pubmed:8164674;Pubmed:8272872;Pubmed:8662591
pid_171638	pid_171456	pid_171634	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12754505;Pubmed:12754506;Pubmed:7537214;Pubmed:8164674;Pubmed:8272872;Pubmed:8662591
pid_171645	pid_49416	pid_171641	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10383440
pid_171649	pid_49416	pid_171648	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:9874564
pid_171655	pid_110282	pid_171654	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12445202
pid_171659	pid_13890	pid_171658	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11727828
pid_171665	pid_49416	pid_171661	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	None
pid_171666	pid_7523	pid_171661	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	None
pid_171673	pid_5323	pid_171669	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12456685
pid_171676	pid_49627	pid_171675	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:7898939;Pubmed:8537375
pid_171677	pid_49416	pid_171675	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:7898939;Pubmed:8537375
pid_171689	pid_171690	pid_171684	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10727406;Pubmed:11335711
pid_171698	pid_171444	pid_171695	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12754506;Pubmed:9794795
pid_171699	pid_171456	pid_171695	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12754506;Pubmed:9794795
pid_171711	pid_171500	pid_171703	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10605021;Pubmed:10859312;Pubmed:11120832;Pubmed:11251120;Pubmed:11468294;Pubmed:12829785;Pubmed:15677447;Pubmed:15722452;Pubmed:16254248;Pubmed:1662392;Pubmed:16774741;Pubmed:2261637;Pubmed:2788034;Pubmed:7537214;Pubmed:7875298;Pubmed:8083235;Pubmed:8272872;Pubmed:8467812;Pubmed:8511589;Pubmed:9295319;Pubmed:9590172;Pubmed:9973404
pid_171737	pid_171444	pid_171729	ACTIVATION	LEFT_TO_RIGHT	inferred-from-physical-interaction:ECO:0000021	Pubmed:12456685
pid_171739	pid_171594	pid_28943	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:9632795
pid_171745	pid_171529	pid_171741	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10409724;Pubmed:15010462
pid_171769	pid_171770	pid_171768	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10023775
pid_171771	pid_49416	pid_171768	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10023775
pid_171778	pid_171444	pid_171775	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:10727406
pid_171779	pid_171642	pid_30797	ACTIVATION	None	None	Pubmed:10383440
pid_171784	pid_49416	pid_171780	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:8621622
pid_171797	pid_171444	pid_171789	ACTIVATION	LEFT_TO_RIGHT	inferred-from-physical-interaction:ECO:0000021	Pubmed:9724754
pid_171803	pid_171804	pid_171799	ACTIVATION	LEFT_TO_RIGHT	inferred-from-physical-interaction:ECO:0000021	Pubmed:11335711
pid_171809	pid_171730	pid_171806	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12456685;Pubmed:7678052;Pubmed:9794795
pid_171810	pid_171576	pid_171806	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12456685;Pubmed:7678052;Pubmed:9794795
pid_171818	pid_24893	pid_171815	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:10727406
pid_171826	pid_73302	pid_10409	ACTIVATION	None	None	Pubmed:12445202
pid_171834	pid_49416	pid_10409	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10023775
